PortfolioCode,Date,AllocationType,Position,Weight,
BON032,16-Feb-23,Tactical,IJP-AU,1.00000000,
BON032,16-Feb-23,Tactical,IVV-AU,7.00000000,
BON032,16-Feb-23,Tactical,IZZ-AU,4.00000000,
BON032,16-Feb-23,Tactical,WVOL-AU,4.50000000,
BON032,16-Feb-23,Tactical,IAF-AU,20.00000000,
BON032,16-Feb-23,Tactical,IGB-AU,7.00000000,
BON032,16-Feb-23,Tactical,ILB-AU,4.50000000,
BON032,16-Feb-23,Tactical,IHCB-AU,4.50000000,
BON032,16-Feb-23,Tactical,IHHY-AU,3.00000000,
BON032,16-Feb-23,Tactical,IHEB-AU,1.00000000,
BON032,16-Feb-23,Tactical,AESG-AU,2.00000000,
BON032,16-Feb-23,Tactical,BILL-AU,2.50000000,
BON032,16-Feb-23,Tactical,ISEC-AU,2.50000000,
BON032,14-Mar-23,Tactical,IOZ-AU,22.50000000,
BON032,14-Mar-23,Tactical,IEM-AU,1.50000000,
BON032,14-Mar-23,Tactical,IEU-AU,8.00000000,
BON032,14-Mar-23,Tactical,IHVV-AU,3.50000000,
BON032,14-Mar-23,Tactical,IJP-AU,1.00000000,
BON032,14-Mar-23,Tactical,IVV-AU,7.00000000,
BON032,14-Mar-23,Tactical,IZZ-AU,3.00000000,
BON032,14-Mar-23,Tactical,WVOL-AU,4.50000000,
BON032,14-Mar-23,Tactical,IAF-AU,20.00000000,
BON032,14-Mar-23,Tactical,IGB-AU,5.00000000,
BON032,14-Mar-23,Tactical,ILB-AU,4.50000000,
BON032,14-Mar-23,Tactical,IHCB-AU,4.50000000,
BON032,14-Mar-23,Tactical,IHHY-AU,3.00000000,
BON032,14-Mar-23,Tactical,IHEB-AU,1.00000000,
BON032,14-Mar-23,Tactical,AESG-AU,2.00000000,
BON032,14-Mar-23,Tactical,BILL-AU,2.50000000,
BON032,14-Mar-23,Tactical,ISEC-AU,6.50000000,
BON032,10-May-23,Tactical,IOZ-AU,22.20000000,
BON032,10-May-23,Tactical,IEM-AU,1.50000000,
BON032,10-May-23,Tactical,IEU-AU,8.20000000,
BON032,10-May-23,Tactical,IHVV-AU,2.80000000,
BON032,10-May-23,Tactical,IJP-AU,1.00000000,
BON032,10-May-23,Tactical,IVV-AU,7.30000000,
BON032,10-May-23,Tactical,IZZ-AU,3.00000000,
BON032,10-May-23,Tactical,WVOL-AU,4.50000000,
BON032,10-May-23,Tactical,IAF-AU,24.50000000,
BON032,10-May-23,Tactical,IGB-AU,7.00000000,
BON032,10-May-23,Tactical,ILB-AU,4.50000000,
BON032,10-May-23,Tactical,IHCB-AU,1.60000000,
BON032,10-May-23,Tactical,IHHY-AU,2.50000000,
BON032,10-May-23,Tactical,IHEB-AU,1.00000000,
BON032,10-May-23,Tactical,AESG-AU,2.00000000,
BON032,10-May-23,Tactical,BILL-AU,2.50000000,
BON032,10-May-23,Tactical,ISEC-AU,3.90000000,
BON032,20-Jun-23,Tactical,IOZ-AU,19.10000000,
BON032,20-Jun-23,Tactical,IEM-AU,2.00000000,
BON032,20-Jun-23,Tactical,IEU-AU,8.00000000,
BON032,20-Jun-23,Tactical,IHVV-AU,4.40000000,
BON032,20-Jun-23,Tactical,IJP-AU,2.00000000,
BON032,20-Jun-23,Tactical,IVV-AU,9.60000000,
BON032,20-Jun-23,Tactical,IZZ-AU,2.00000000,
BON032,20-Jun-23,Tactical,WVOL-AU,4.40000000,
BON032,20-Jun-23,Tactical,IAF-AU,23.60000000,
BON032,20-Jun-23,Tactical,IGB-AU,6.80000000,
BON032,20-Jun-23,Tactical,ILB-AU,4.40000000,
BON032,20-Jun-23,Tactical,IHCB-AU,1.60000000,
BON032,20-Jun-23,Tactical,IHHY-AU,2.60000000,
BON032,20-Jun-23,Tactical,IHEB-AU,1.10000000,
BON032,20-Jun-23,Tactical,AESG-AU,2.00000000,
BON032,20-Jun-23,Tactical,BILL-AU,2.50000000,
BON032,20-Jun-23,Tactical,ISEC-AU,3.90000000,
Atchison55ETF,30-Jun-19,Objective,ATCHBM00001,100.00000000,
Atchison55ETF,30-Jun-19,Peer,ATCHBM00023,100.00000000,
Atchison55ETF,30-Jun-19,Reference,IOZ-AU,27.50000000,
Atchison55ETF,30-Jun-19,Reference,VGS-AU,27.50000000,
Atchison55ETF,30-Jun-19,Reference,IAF-AU,11.25000000,
Atchison55ETF,30-Jun-19,Reference,VBND-AU,11.25000000,
Atchison55ETF,30-Jun-19,Reference,BILL-AU,22.50000000,
Atchison55ETF,30-Jun-19,Strategic,IOZ-AU,27.50000000,
Atchison55ETF,30-Jun-19,Strategic,VGS-AU,27.50000000,
Atchison55ETF,30-Jun-19,Strategic,IAF-AU,11.25000000,
Atchison55ETF,30-Jun-19,Strategic,VBND-AU,11.25000000,
Atchison55ETF,30-Jun-19,Strategic,BILL-AU,22.50000000,
Atchison55ETF,30-Jun-19,Tactical,IOZ-AU,28.00000000,
Atchison55ETF,30-Jun-19,Tactical,IVV-AU,8.05000000,
Atchison55ETF,30-Jun-19,Tactical,VEQ-AU,4.60000000,
Atchison55ETF,30-Jun-19,Tactical,IJP-AU,1.15000000,
Atchison55ETF,30-Jun-19,Tactical,VGAD-AU,4.60000000,
Atchison55ETF,30-Jun-19,Tactical,VAE-AU,4.60000000,
Atchison55ETF,30-Jun-19,Tactical,BLK4709AU,1.20000000,
Atchison55ETF,30-Jun-19,Tactical,BLK9419AU,1.60000000,
Atchison55ETF,30-Jun-19,Tactical,VBLD-AU,1.20000000,
Atchison55ETF,30-Jun-19,Tactical,IAF-AU,9.00000000,
Atchison55ETF,30-Jun-19,Tactical,AESG-AU,9.00000000,
Atchison55ETF,30-Jun-19,Tactical,ILB-AU,4.50000000,
Atchison55ETF,30-Jun-19,Tactical,FLOT-AU,6.75000000,
Atchison55ETF,30-Jun-19,Tactical,BHYB-AU,4.05000000,
Atchison55ETF,30-Jun-19,Tactical,ISEC-AU,2.70000000,
Atchison55ETF,30-Jun-19,Tactical,BILL-AU,9.00000000,
Atchison55ACTIVE,30-Jun-19,Objective,ATCHBM00001,100.00000000,
Atchison55ACTIVE,30-Jun-19,Peer,ATCHBM00023,100.00000000,
Atchison55ACTIVE,30-Jun-19,Reference,IOZ-AU,27.50000000,
Atchison55ACTIVE,30-Jun-19,Reference,VGS-AU,27.50000000,
Atchison55ACTIVE,30-Jun-19,Reference,IAF-AU,11.25000000,
Atchison55ACTIVE,30-Jun-19,Reference,VBND-AU,11.25000000,
Atchison55ACTIVE,30-Jun-19,Reference,BILL-AU,22.50000000,
Atchison55ACTIVE,30-Jun-19,Strategic,IOZ-AU,26.00000000,
Atchison55ACTIVE,30-Jun-19,Strategic,VGS-AU,26.00000000,
Atchison55ACTIVE,30-Jun-19,Strategic,BLK4709AU,1.50000000,
Atchison55ACTIVE,30-Jun-19,Strategic,BLK9419AU,1.50000000,
Atchison55ACTIVE,30-Jun-19,Strategic,IAF-AU,11.25000000,
Atchison55ACTIVE,30-Jun-19,Strategic,VBND-AU,11.25000000,
Atchison55ACTIVE,30-Jun-19,Strategic,BILL-AU,22.50000000,
Atchison55ACTIVE,30-Jun-19,Tactical,IOZ-AU,12.38124000,
Atchison55ACTIVE,30-Jun-19,Tactical,HOW2217AU,1.65982000,
Atchison55ACTIVE,30-Jun-19,Tactical,SCH0101AU,3.31964000,
Atchison55ACTIVE,30-Jun-19,Tactical,AAP5529AU,0.82991000,
Atchison55ACTIVE,30-Jun-19,Tactical,CNA0812AU,0.82991000,
Atchison55ACTIVE,30-Jun-19,Tactical,ALR2783AU,1.65982000,
Atchison55ACTIVE,30-Jun-19,Tactical,HOW0035AU,3.31964000,
Atchison55ACTIVE,30-Jun-19,Tactical,IVV-AU,5.15885000,
Atchison55ACTIVE,30-Jun-19,Tactical,IHVV-AU,3.43923000,
Atchison55ACTIVE,30-Jun-19,Tactical,VEQ-AU,1.71961000,
Atchison55ACTIVE,30-Jun-19,Tactical,ETL7377AU,5.53274000,
Atchison55ACTIVE,30-Jun-19,Tactical,GSF6910AU,2.76637000,
Atchison55ACTIVE,30-Jun-19,Tactical,PIM7802AU,1.38318000,
Atchison55ACTIVE,30-Jun-19,Tactical,BLK4709AU,0.75000000,
Atchison55ACTIVE,30-Jun-19,Tactical,BLK9419AU,1.20000000,
Atchison55ACTIVE,30-Jun-19,Tactical,LAM0044AU,0.75000000,
Atchison55ACTIVE,30-Jun-19,Tactical,TGP0016AU,0.30000000,
Atchison55ACTIVE,30-Jun-19,Tactical,GPEQ-AU,0.80000000,
Atchison55ACTIVE,30-Jun-19,Tactical,AUS0035AU,1.20000000,
Atchison55ACTIVE,30-Jun-19,Tactical,EQI4297AU,0.40000000,
Atchison55ACTIVE,30-Jun-19,Tactical,MAQ5143AU,0.40000000,
Atchison55ACTIVE,30-Jun-19,Tactical,SSB0495AU,1.60000000,
Atchison55ACTIVE,30-Jun-19,Tactical,PER0728AU,1.60000000,
Atchison55ACTIVE,30-Jun-19,Tactical,PIM1038AU,1.60000000,
Atchison55ACTIVE,30-Jun-19,Tactical,CNA0805AU,0.40000000,
Atchison55ACTIVE,30-Jun-19,Tactical,IAF-AU,4.97460000,
Atchison55ACTIVE,30-Jun-19,Tactical,AESG-AU,3.31640000,
Atchison55ACTIVE,30-Jun-19,Tactical,ILB-AU,3.31640000,
Atchison55ACTIVE,30-Jun-19,Tactical,ETL5525AU,3.63086000,
Atchison55ACTIVE,30-Jun-19,Tactical,SSB0122AU,7.26172000,
Atchison55ACTIVE,30-Jun-19,Tactical,FLOT-AU,3.48222000,
Atchison55ACTIVE,30-Jun-19,Tactical,ISEC-AU,3.48222000,
Atchison55ACTIVE,30-Jun-19,Tactical,IOF0127AU,1.63388000,
Atchison55ACTIVE,30-Jun-19,Tactical,WPC1963AU,2.45083000,
Atchison55ACTIVE,30-Jun-19,Tactical,CSA0038AU,2.45083000,
Atchison55ACTIVE,30-Jun-19,Tactical,BILL-AU,9.00008000,
,,,,,
IOZ-AU,30-Jun-22,Objective,IOZ-AU,100.00000000,
IOZ-AU,30-Jun-22,Peer,ATCHBM00011,100.00000000,
IOZ-AU,30-Jun-22,Reference,IOZ-AU,100.00000000,
IOZ-AU,30-Jun-22,Strategic,IOZ-AU,100.00000000,
IOZ-AU,30-Jun-22,Tactical,BHP-AU,10.37000000,
IOZ-AU,30-Jun-22,Tactical,CBA-AU,7.93000000,
IOZ-AU,30-Jun-22,Tactical,CSL-AU,6.00000000,
IOZ-AU,30-Jun-22,Tactical,NAB-AU,4.13000000,
IOZ-AU,30-Jun-22,Tactical,WBC-AU,3.53000000,
IOZ-AU,30-Jun-22,Tactical,ANZ-AU,3.45000000,
IOZ-AU,30-Jun-22,Tactical,WDS-AU,3.38000000,
IOZ-AU,30-Jun-22,Tactical,MQG-AU,2.95000000,
IOZ-AU,30-Jun-22,Tactical,WES-AU,2.73000000,
IOZ-AU,30-Jun-22,Tactical,TLS-AU,2.19000000,
IOZ-AU,30-Jun-22,Tactical,WOW-AU,2.15000000,
IOZ-AU,30-Jun-22,Tactical,TCL-AU,1.90000000,
IOZ-AU,30-Jun-22,Tactical,RIO-AU,1.89000000,
IOZ-AU,30-Jun-22,Tactical,GMG-AU,1.82000000,
IOZ-AU,30-Jun-22,Tactical,FMG-AU,1.67000000,
IOZ-AU,30-Jun-22,Tactical,ALL-AU,1.24000000,
IOZ-AU,30-Jun-22,Tactical,STO-AU,1.20000000,
IOZ-AU,30-Jun-22,Tactical,NCM-AU,1.07000000,
IOZ-AU,30-Jun-22,Tactical,QBE-AU,1.02000000,
IOZ-AU,30-Jun-22,Tactical,COL-AU,1.01000000,
IOZ-AU,30-Jun-22,Tactical,BXB-AU,0.92000000,
IOZ-AU,30-Jun-22,Tactical,JHX-AU,0.92000000,
IOZ-AU,30-Jun-22,Tactical,COH-AU,0.82000000,
IOZ-AU,30-Jun-22,Tactical,XRO-AU,0.79000000,
IOZ-AU,30-Jun-22,Tactical,SUN-AU,0.78000000,
IOZ-AU,30-Jun-22,Tactical,S32-AU,0.75000000,
IOZ-AU,30-Jun-22,Tactical,SHL-AU,0.71000000,
IOZ-AU,30-Jun-22,Tactical,ORG-AU,0.70000000,
IOZ-AU,30-Jun-22,Tactical,CPU-AU,0.67000000,
IOZ-AU,30-Jun-22,Tactical,SCG-AU,0.67000000,
IOZ-AU,30-Jun-22,Tactical,IAG-AU,0.66000000,
IOZ-AU,30-Jun-22,Tactical,BILL-AU,0.63000000,
IOZ-AU,30-Jun-22,Tactical,NST-AU,0.61000000,
IOZ-AU,30-Jun-22,Tactical,WTC-AU,0.59000000,
IOZ-AU,30-Jun-22,Tactical,PLS-AU,0.58000000,
IOZ-AU,30-Jun-22,Tactical,QAN-AU,0.53000000,
IOZ-AU,30-Jun-22,Tactical,MIN-AU,0.53000000,
IOZ-AU,30-Jun-22,Tactical,TLC-AU,0.53000000,
IOZ-AU,30-Jun-22,Tactical,ASX-AU,0.52000000,
IOZ-AU,30-Jun-22,Tactical,CAR-AU,0.49000000,
IOZ-AU,30-Jun-22,Tactical,APA-AU,0.48000000,
IOZ-AU,30-Jun-22,Tactical,SGP-AU,0.47000000,
IOZ-AU,30-Jun-22,Tactical,RMD-AU,0.47000000,
IOZ-AU,30-Jun-22,Tactical,MPL-AU,0.46000000,
IOZ-AU,30-Jun-22,Tactical,BSL-AU,0.45000000,
IOZ-AU,30-Jun-22,Tactical,MGR-AU,0.44000000,
IOZ-AU,30-Jun-22,Tactical,RHC-AU,0.43000000,
IOZ-AU,30-Jun-22,Tactical,AMC-AU,0.42000000,
IOZ-AU,30-Jun-22,Tactical,IGO-AU,0.41000000,
IOZ-AU,30-Jun-22,Tactical,TWE-AU,0.40000000,
IOZ-AU,30-Jun-22,Tactical,AKE-AU,0.39000000,
IOZ-AU,30-Jun-22,Tactical,REA-AU,0.39000000,
IOZ-AU,30-Jun-22,Tactical,SEK-AU,0.39000000,
IOZ-AU,30-Jun-22,Tactical,DXS-AU,0.39000000,
IOZ-AU,30-Jun-22,Tactical,ALD-AU,0.38000000,
IOZ-AU,30-Jun-22,Tactical,SOL-AU,0.37000000,
IOZ-AU,30-Jun-22,Tactical,GPT-AU,0.37000000,
IOZ-AU,30-Jun-22,Tactical,EDV-AU,0.35000000,
IOZ-AU,30-Jun-22,Tactical,ALX-AU,0.35000000,
IOZ-AU,30-Jun-22,Tactical,NXT-AU,0.33000000,
IOZ-AU,30-Jun-22,Tactical,VCX-AU,0.33000000,
IOZ-AU,30-Jun-22,Tactical,ORI-AU,0.32000000,
IOZ-AU,30-Jun-22,Tactical,AZJ-AU,0.32000000,
IOZ-AU,30-Jun-22,Tactical,AGL-AU,0.31000000,
IOZ-AU,30-Jun-22,Tactical,LYC-AU,0.31000000,
IOZ-AU,30-Jun-22,Tactical,EVN-AU,0.30000000,
IOZ-AU,30-Jun-22,Tactical,WOR-AU,0.30000000,
IOZ-AU,30-Jun-22,Tactical,ALU-AU,0.28000000,
IOZ-AU,30-Jun-22,Tactical,SDF-AU,0.27000000,
IOZ-AU,30-Jun-22,Tactical,CWY-AU,0.27000000,
IOZ-AU,30-Jun-22,Tactical,WHC-AU,0.27000000,
IOZ-AU,30-Jun-22,Tactical,IPL-AU,0.27000000,
IOZ-AU,30-Jun-22,Tactical,IEL-AU,0.26000000,
IOZ-AU,30-Jun-22,Tactical,ALQ-AU,0.25000000,
IOZ-AU,30-Jun-22,Tactical,QUB-AU,0.25000000,
IOZ-AU,30-Jun-22,Tactical,BEN-AU,0.25000000,
IOZ-AU,30-Jun-22,Tactical,LLC-AU,0.25000000,
IOZ-AU,30-Jun-22,Tactical,LTR-AU,0.24000000,
IOZ-AU,30-Jun-22,Tactical,CHC-AU,0.23000000,
IOZ-AU,30-Jun-22,Tactical,JBH-AU,0.23000000,
IOZ-AU,30-Jun-22,Tactical,SVW-AU,0.20000000,
IOZ-AU,30-Jun-22,Tactical,REH-AU,0.20000000,
IOZ-AU,30-Jun-22,Tactical,TNE-AU,0.20000000,
IOZ-AU,30-Jun-22,Tactical,CGF-AU,0.19000000,
IOZ-AU,30-Jun-22,Tactical,NHF-AU,0.18000000,
IOZ-AU,30-Jun-22,Tactical,BOQ-AU,0.18000000,
IOZ-AU,30-Jun-22,Tactical,VUK-AU,0.18000000,
IOZ-AU,30-Jun-22,Tactical,FLT-AU,0.17000000,
IOZ-AU,30-Jun-22,Tactical,PME-AU,0.17000000,
IOZ-AU,30-Jun-22,Tactical,AMP-AU,0.17000000,
IOZ-AU,30-Jun-22,Tactical,MTS-AU,0.17000000,
IOZ-AU,30-Jun-22,Tactical,A2M-AU,0.16000000,
IOZ-AU,30-Jun-22,Tactical,DMP-AU,0.16000000,
IOZ-AU,30-Jun-22,Tactical,ILU-AU,0.16000000,
IOZ-AU,30-Jun-22,Tactical,FPH-AU,0.16000000,
IOZ-AU,30-Jun-22,Tactical,CNU-AU,0.15000000,
IOZ-AU,30-Jun-22,Tactical,RWC-AU,0.15000000,
IOZ-AU,30-Jun-22,Tactical,ORA-AU,0.14000000,
IOZ-AU,30-Jun-22,Tactical,ANN-AU,0.14000000,
IOZ-AU,30-Jun-22,Tactical,NHC-AU,0.14000000,
IOZ-AU,30-Jun-22,Tactical,NEC-AU,0.14000000,
IOZ-AU,30-Jun-22,Tactical,SFR-AU,0.13000000,
IOZ-AU,30-Jun-22,Tactical,WEB-AU,0.13000000,
IOZ-AU,30-Jun-22,Tactical,CSR-AU,0.13000000,
IOZ-AU,30-Jun-22,Tactical,NSR-AU,0.13000000,
IOZ-AU,30-Jun-22,Tactical,DOW-AU,0.13000000,
IOZ-AU,30-Jun-22,Tactical,AUB-AU,0.13000000,
IOZ-AU,30-Jun-22,Tactical,AWC-AU,0.12000000,
IOZ-AU,30-Jun-22,Tactical,ARB-AU,0.12000000,
IOZ-AU,30-Jun-22,Tactical,TLX-AU,0.12000000,
IOZ-AU,30-Jun-22,Tactical,PMV-AU,0.12000000,
IOZ-AU,30-Jun-22,Tactical,SQ2-AU,0.12000000,
IOZ-AU,30-Jun-22,Tactical,HUB-AU,0.12000000,
IOZ-AU,30-Jun-22,Tactical,RGN-AU,0.12000000,
IOZ-AU,30-Jun-22,Tactical,HVN-AU,0.12000000,
IOZ-AU,30-Jun-22,Tactical,BRG-AU,0.12000000,
IOZ-AU,30-Jun-22,Tactical,APE-AU,0.11000000,
IOZ-AU,30-Jun-22,Tactical,BPT-AU,0.11000000,
IOZ-AU,30-Jun-22,Tactical,PRU-AU,0.11000000,
IOZ-AU,30-Jun-22,Tactical,CTD-AU,0.11000000,
IOZ-AU,30-Jun-22,Tactical,SGM-AU,0.11000000,
IOZ-AU,30-Jun-22,Tactical,PPT-AU,0.11000000,
IOZ-AU,30-Jun-22,Tactical,TPG-AU,0.11000000,
IOZ-AU,30-Jun-22,Tactical,TAH-AU,0.11000000,
IOZ-AU,30-Jun-22,Tactical,BKW-AU,0.11000000,
IOZ-AU,30-Jun-22,Tactical,CLW-AU,0.11000000,
IOZ-AU,30-Jun-22,Tactical,PDN-AU,0.11000000,
IOZ-AU,30-Jun-22,Tactical,CIA-AU,0.11000000,
IOZ-AU,30-Jun-22,Tactical,BAP-AU,0.11000000,
IOZ-AU,30-Jun-22,Tactical,VEA-AU,0.10000000,
IOZ-AU,30-Jun-22,Tactical,SUL-AU,0.10000000,
IOZ-AU,30-Jun-22,Tactical,DEG-AU,0.09000000,
IOZ-AU,30-Jun-22,Tactical,NUF-AU,0.09000000,
IOZ-AU,30-Jun-22,Tactical,HDN-AU,0.09000000,
IOZ-AU,30-Jun-22,Tactical,DRR-AU,0.09000000,
IOZ-AU,30-Jun-22,Tactical,MP1-AU,0.09000000,
IOZ-AU,30-Jun-22,Tactical,IPH-AU,0.08000000,
IOZ-AU,30-Jun-22,Tactical,GOR-AU,0.08000000,
IOZ-AU,30-Jun-22,Tactical,GNC-AU,0.08000000,
IOZ-AU,30-Jun-22,Tactical,360-AU,0.08000000,
IOZ-AU,30-Jun-22,Tactical,CQR-AU,0.08000000,
IOZ-AU,30-Jun-22,Tactical,BWP-AU,0.08000000,
IOZ-AU,30-Jun-22,Tactical,BGL-AU,0.08000000,
IOZ-AU,30-Jun-22,Tactical,AIA-AU,0.08000000,
IOZ-AU,30-Jun-22,Tactical,IVC-AU,0.08000000,
IOZ-AU,30-Jun-22,Tactical,CHN-AU,0.08000000,
IOZ-AU,30-Jun-22,Tactical,IFL-AU,0.08000000,
IOZ-AU,30-Jun-22,Tactical,WPR-AU,0.08000000,
IOZ-AU,30-Jun-22,Tactical,GUD-AU,0.08000000,
IOZ-AU,30-Jun-22,Tactical,BLD-AU,0.08000000,
IOZ-AU,30-Jun-22,Tactical,CIP-AU,0.08000000,
IOZ-AU,30-Jun-22,Tactical,LIC-AU,0.07000000,
IOZ-AU,30-Jun-22,Tactical,NIC-AU,0.07000000,
IOZ-AU,30-Jun-22,Tactical,PNI-AU,0.07000000,
IOZ-AU,30-Jun-22,Tactical,CMM-AU,0.07000000,
IOZ-AU,30-Jun-22,Tactical,VNT-AU,0.07000000,
IOZ-AU,30-Jun-22,Tactical,HLS-AU,0.07000000,
IOZ-AU,30-Jun-22,Tactical,INA-AU,0.07000000,
IOZ-AU,30-Jun-22,Tactical,LOV-AU,0.07000000,
IOZ-AU,30-Jun-22,Tactical,PXA-AU,0.07000000,
IOZ-AU,30-Jun-22,Tactical,CGC-AU,0.07000000,
IOZ-AU,30-Jun-22,Tactical,UMG-AU,0.07000000,
IOZ-AU,30-Jun-22,Tactical,CCP-AU,0.06000000,
IOZ-AU,30-Jun-22,Tactical,MND-AU,0.06000000,
IOZ-AU,30-Jun-22,Tactical,KLS-AU,0.06000000,
IOZ-AU,30-Jun-22,Tactical,CRN-AU,0.06000000,
IOZ-AU,30-Jun-22,Tactical,MFG-AU,0.06000000,
IOZ-AU,30-Jun-22,Tactical,SGR-AU,0.06000000,
IOZ-AU,30-Jun-22,Tactical,ARF-AU,0.06000000,
IOZ-AU,30-Jun-22,Tactical,EVT-AU,0.06000000,
IOZ-AU,30-Jun-22,Tactical,ING-AU,0.06000000,
IOZ-AU,30-Jun-22,Tactical,HMC-AU,0.06000000,
IOZ-AU,30-Jun-22,Tactical,AVZ-AU,0.06000000,
IOZ-AU,30-Jun-22,Tactical,IRE-AU,0.06000000,
IOZ-AU,30-Jun-22,Tactical,KAR-AU,0.06000000,
IOZ-AU,30-Jun-22,Tactical,NWL-AU,0.06000000,
IOZ-AU,30-Jun-22,Tactical,NWH-AU,0.06000000,
IOZ-AU,30-Jun-22,Tactical,RRL-AU,0.05000000,
IOZ-AU,30-Jun-22,Tactical,NAN-AU,0.05000000,
IOZ-AU,30-Jun-22,Tactical,FBU-AU,0.05000000,
IOZ-AU,30-Jun-22,Tactical,NWS-AU,0.05000000,
IOZ-AU,30-Jun-22,Tactical,SPK-AU,0.05000000,
IOZ-AU,30-Jun-22,Tactical,CKF-AU,0.05000000,
IOZ-AU,30-Jun-22,Tactical,ELD-AU,0.05000000,
IOZ-AU,30-Jun-22,Tactical,PNV-AU,0.05000000,
IOZ-AU,30-Jun-22,Tactical,JLG-AU,0.05000000,
IOZ-AU,30-Jun-22,Tactical,CNI-AU,0.05000000,
IOZ-AU,30-Jun-22,Tactical,SYA-AU,0.05000000,
IOZ-AU,30-Jun-22,Tactical,BGA-AU,0.04000000,
IOZ-AU,30-Jun-22,Tactical,DHG-AU,0.04000000,
IOZ-AU,30-Jun-22,Tactical,CQE-AU,0.04000000,
IOZ-AU,30-Jun-22,Tactical,WAF-AU,0.04000000,
IOZ-AU,30-Jun-22,Tactical,SLR-AU,0.04000000,
IOZ-AU,30-Jun-22,Tactical,CXO-AU,0.04000000,
IOZ-AU,30-Jun-22,Tactical,GOZ-AU,0.03000000,
IOZ-AU,30-Jun-22,Tactical,LNK-AU,0.03000000,
IOZ-AU,30-Jun-22,Tactical,CMW-AU,0.03000000,
IOZ-AU,30-Jun-22,Tactical,BRN-AU,0.02000000,
IOZ-AU,30-Jun-22,Tactical,ASK-AU,0.02000000,
IOZ-AU,30-Jun-22,Tactical,ABG-AU,0.02000000,
IOZ-AU,30-Jun-22,Tactical,IMU-AU,0.02000000,
IOZ-AU,30-Jun-22,Tactical,SYR-AU,0.02000000,
IOZ-AU,30-Jun-22,Tactical,LKE-AU,0.02000000,
BFL0004AU,30-Jun-22,Objective,IOZ-AU,100.00000000,
BFL0004AU,30-Jun-22,Peer,ATCHBM00011,100.00000000,
BFL0004AU,30-Jun-22,Reference,IOZ-AU,100.00000000,
BFL0004AU,30-Jun-22,Strategic,IOZ-AU,100.00000000,
BFL0004AU,30-Jun-22,Tactical,IEL-AU,11.38135100,
BFL0004AU,30-Jun-22,Tactical,JHX-AU,10.30751000,
BFL0004AU,30-Jun-22,Tactical,CAR-AU,9.35326000,
BFL0004AU,30-Jun-22,Tactical,RMD-AU,9.34261100,
BFL0004AU,30-Jun-22,Tactical,MIN-AU,7.11791700,
BFL0004AU,30-Jun-22,Tactical,ALL-AU,6.25951800,
BFL0004AU,30-Jun-22,Tactical,EDV-AU,5.77876200,
BFL0004AU,30-Jun-22,Tactical,REA-AU,5.50513300,
BFL0004AU,30-Jun-22,Tactical,CTD-AU,5.03212000,
BFL0004AU,30-Jun-22,Tactical,BRG-AU,4.54522300,
BFL0004AU,30-Jun-22,Tactical,ARB-AU,4.31115000,
BFL0004AU,30-Jun-22,Tactical,SEK-AU,4.10014400,
BFL0004AU,30-Jun-22,Tactical,FPH-AU,3.98265300,
BFL0004AU,30-Jun-22,Tactical,FLT-AU,3.37250300,
BFL0004AU,30-Jun-22,Tactical,CCP-AU,3.25193200,
BFL0004AU,30-Jun-22,Tactical,SDF-AU,2.21301400,
BFL0004AU,30-Jun-22,Tactical,HUB-AU,2.04176900,
BFL0004AU,30-Jun-22,Tactical,GMG-AU,1.04196200,
BFL0004AU,30-Jun-22,Tactical,BILL-AU,1.05332500,
BFL0004AU,30-Jun-22,Tactical,TRS-AU,0.00814300,
HOW2217AU,30-Jun-22,Objective,IOZ-AU,100.00000000,
HOW2217AU,30-Jun-22,Peer,ATCHBM00011,100.00000000,
HOW2217AU,30-Jun-22,Reference,IOZ-AU,100.00000000,
HOW2217AU,30-Jun-22,Strategic,IOZ-AU,100.00000000,
HOW2217AU,30-Jun-22,Tactical,BILL-AU,5.44999000,
HOW2217AU,30-Jun-22,Tactical,IAG-AU,5.11851000,
HOW2217AU,30-Jun-22,Tactical,AMP-AU,5.10492000,
HOW2217AU,30-Jun-22,Tactical,COL-AU,5.02273000,
HOW2217AU,30-Jun-22,Tactical,WBC-AU,4.94695000,
HOW2217AU,30-Jun-22,Tactical,MPL-AU,4.87885000,
HOW2217AU,30-Jun-22,Tactical,QBE-AU,4.85624000,
HOW2217AU,30-Jun-22,Tactical,NWS-AU,4.63391000,
HOW2217AU,30-Jun-22,Tactical,CSR-AU,4.57161000,
HOW2217AU,30-Jun-22,Tactical,A2M-AU,4.43002000,
HOW2217AU,30-Jun-22,Tactical,STO-AU,4.08615000,
HOW2217AU,30-Jun-22,Tactical,AGL-AU,3.63677000,
HOW2217AU,30-Jun-22,Tactical,AZJ-AU,3.37119000,
HOW2217AU,30-Jun-22,Tactical,IFL-AU,3.03762000,
HOW2217AU,30-Jun-22,Tactical,AWC-AU,2.76871000,
HOW2217AU,30-Jun-22,Tactical,BEN-AU,2.53425000,
HOW2217AU,30-Jun-22,Tactical,TAH-AU,2.37147000,
HOW2217AU,30-Jun-22,Tactical,HLS-AU,2.16881000,
HOW2217AU,30-Jun-22,Tactical,TWE-AU,2.12601000,
HOW2217AU,30-Jun-22,Tactical,BOQ-AU,2.06298000,
HOW2217AU,30-Jun-22,Tactical,AMC-AU,2.04106000,
